parola,gioia,tristezza,rabbia,paura,disgusto,fiducia,sorpresa,aspettativa
????,0.23504026902600247,0.516549643598468,0.5531017356799725,0.3657794620932282,0.32584901191680093,0.17428918260923254,0.8474762837922901,0.29149713574146624
a_caso,0.1616092402252946,0.338721069280013,0.4398741581147575,0.6553406176562662,0.237396027952104,0.17211493083338758,0.8767666805282247,0.32867967933543285
a_malincuore,0.05569040935730856,0.9106482719094773,0.38511798054333773,0.37750688500888313,0.376271390292424,0.0817281888081699,0.1820960992956542,0.18419934462545326
a_scanso_di,0.33345798129895393,0.4072682647791245,0.5494825803032338,0.35732529421662473,0.19932967761441397,0.4617554862178482,0.445377643990316,0.7208210154479548
abbagliante,0.5830565431154382,0.14176915226673756,0.21872340324287823,0.2612376879716331,0.09482417238450125,0.3858421814551217,0.8110766275517635,0.7101656922729
abbandonare,0.09640603816663391,0.8939631625510032,0.8773345237149035,0.8786168403835848,0.8552132179950817,0.24001498149866962,0.524601412484588,0.4452865277568435
abbandonato,0.06200736871889103,0.9282142621880062,0.8324437488801265,0.8089727942494065,0.6158739254596561,0.09075682608581717,0.3087089322628393,0.22539777758895785
abbandono,0.04279451066709309,0.9254746661279525,0.7201149296387683,0.732846266362704,0.40313732691631377,0.09631847737318239,0.16186867648471834,0.08714390978970964
abbassare,0.2155011226019378,0.513982620716827,0.5003080699828452,0.5787731780071615,0.4299839686554663,0.2410237167555694,0.43054059828278884,0.25729718934140144
abbastanza,0.6058350810639302,0.3691694582733216,0.3785774757906576,0.3958727809548642,0.3201289293677403,0.5630337898024358,0.4668856030605915,0.5395409056841608
abbattere,0.10022270651463348,0.7462322732986058,0.8955514056243553,0.679499485386823,0.6355740962895254,0.13150104125272838,0.2862540925453051,0.2683403417490037
abbattersi,0.10826681863206819,0.8979091827858536,0.44142409994049825,0.5533545174908728,0.22481563009644495,0.245147701280722,0.16948433996999032,0.21160195780863622
abbattuto,0.11420766815309284,0.948034104125868,0.6508978075592308,0.5487936558724008,0.5163727546175676,0.22970964911887715,0.37344597447669337,0.17953065719771277
abbellimento,0.8920878359680839,0.0760240675292888,0.07592565656412592,0.12086869776485157,0.05466860076635258,0.6810156128449745,0.7049558284949753,0.7881346745020806
abbigliamento,0.5118775214076167,0.07222496155215731,0.0561383015196249,0.09647242536975345,0.04135271058548427,0.4755461200134662,0.2859032266864375,0.5043697152674075
abbinare,0.6366521397880378,0.21446590944554322,0.2138344169657428,0.28617207822398705,0.1895002456958309,0.7793428437014572,0.5673567212947008,0.8645426399091423
abbonamento,0.41242023717390475,0.34714021098055287,0.719436804420895,0.32958097108025564,0.26307173252979554,0.6487122109727484,0.37279669738200033,0.5143716659363199
abbonare,0.5806593910907103,0.10384999950049241,0.12035452117600245,0.25534753930937987,0.1905319297279362,0.5790219932895173,0.6939543219977099,0.6832319990419928
abbondante,0.762222874958546,0.37125440917015445,0.2922188994226615,0.2431209286375533,0.3354553837277643,0.6147763536707986,0.6142940925759235,0.48877756418334006
abbondanza,0.8485944462440402,0.16109764155010114,0.16649035497819342,0.20401904469285037,0.14468895252900402,0.425742253627524,0.6816151878152763,0.778495993628092
abbordabile,0.6761636146392345,0.07081819340083563,0.05527027554524457,0.09531107465427383,0.03956606182093265,0.8458437244257728,0.3365518288021552,0.7070776082433894
abbracciare,0.8543104203343215,0.4887704714134336,0.19387465764757814,0.2928025252984943,0.2013524749226726,0.7712197204711779,0.7080052284388988,0.428182522950896
abbraccio,0.92938660569307,0.53197553698074,0.13482589821836233,0.23050030640516395,0.0917963119841997,0.8338274679087417,0.4531457485229077,0.5424056452114498
abdicare,0.16776269667915056,0.38951012916139455,0.42113664542730594,0.3277234828215408,0.3337205733358065,0.38681008390660454,0.5756096785240642,0.3984748677387869
aberrante,0.04846237062374607,0.41658082837746946,0.5512079616048677,0.6504495335939031,0.8828066488194386,0.06181546999244982,0.2991343749841475,0.08987180467130473
aberrare,0.036952122241786706,0.4723259979351343,0.6844068250717275,0.6986955400092953,0.7014386926652744,0.05933541399009051,0.16769937022654868,0.08608191837069756
abietto,0.034522613100872936,0.4498418644113735,0.7006683920780219,0.5150928444934768,0.8548359438277477,0.05119413012519186,0.1515493267452918,0.07422718164840186
abiezione,0.07288038258914772,0.8098991836145791,0.6580264533709399,0.6533580163831463,0.7663928115545457,0.13710313450280565,0.2566384317382263,0.32893113486305475
abile,0.5796588617339569,0.10877824940211445,0.05855068000026838,0.09809839683370575,0.04274746758619043,0.85037004382188,0.2966677091799631,0.7499351399251521
abilità,0.5585831641626274,0.11795492131287254,0.06470035694502752,0.13632687886555944,0.04816987964011669,0.7423239648161781,0.2793771641514617,0.8017846955688174
abisso,0.053344766428501965,0.745076471087704,0.35662555272152935,0.867157218310064,0.3349349504827104,0.08759562230173101,0.2078763546939989,0.19751610035415917
abitante,0.539909697601361,0.061035026127421614,0.03978822219477286,0.07489101235666407,0.02882914788718791,0.7044275535996586,0.1814169848766838,0.5000454399289759
abitare,0.5679367817365978,0.06342793435071788,0.05294162867209246,0.09198430289648687,0.03782813842660641,0.6829778578281822,0.3163136494325909,0.4383136598643861
abitatore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abitazione,0.7568195939832159,0.2625773948895286,0.2657384921166192,0.2918676995707783,0.24628627830178235,0.7856433144010702,0.4717215164172346,0.5668754698563995
abito,0.45555556695927446,0.1307729351378899,0.15389783546824526,0.3640402432295772,0.25353858759981296,0.49331446447901717,0.5378276187483089,0.5599307335180336
abituale,0.3676244555488026,0.4104616807152796,0.13218033484077987,0.28325821796150896,0.1154157930963519,0.4924585107753848,0.2251519849306222,0.46042507866970483
abituare,0.6055817208560476,0.3565341682198432,0.2849616453378288,0.3117685493149764,0.22450069094996394,0.7748637647961747,0.3872302154836241,0.5873155615899533
abitudine,0.6863642567367025,0.5354630121177255,0.4227054212926704,0.33126167003269025,0.30961497403513494,0.500077227925408,0.3035970580206318,0.34130545473277335
abolire,0.3675742293997209,0.44058521511120896,0.6501530543346156,0.5609133972026812,0.39849455491512664,0.36400657337037423,0.4735978624542158,0.7358151873931345
abolizione,0.19361673507530436,0.3087606388352473,0.47296192259475517,0.45384847518735827,0.4951799553384482,0.23033630745447647,0.4709102377724368,0.3979049485090151
abominevole,0.05511693188160273,0.562960317960233,0.6503086273295198,0.780041812545143,0.9300519226428676,0.06904178960955026,0.38507728142738307,0.09807449169955555
abominio,0.08419732471218118,0.6941609255081969,0.8526012502161184,0.659592824434996,0.838950981092792,0.10070711277086478,0.29772999230940395,0.09661241225092014
aborrire,0.06181421482773446,0.576437812437033,0.8615122522224522,0.6656498287031172,0.8458506142008982,0.08723009700591353,0.31231834056166596,0.22870221802207907
abusato,0.08921165843167031,0.871056589073337,0.9040095381823701,0.7600924538046949,0.8602971513275932,0.39504074195925465,0.3428826006018257,0.30260096357672245
abuso,0.09509382537273785,0.8000382099303407,0.8355604053773975,0.8071588209649359,0.8151182790362903,0.3481158373529983,0.4121150539405648,0.3412997719323434
accademia,0.36124627388167163,0.05778353809845015,0.03776837069046201,0.07096854397442412,0.026478975492101417,0.5737204462760913,0.16248242404770538,0.3674079075233539
accademico,0.3750208243373678,0.1282499171359223,0.06454259267105227,0.10301315743904656,0.04808739531462248,0.560857913949458,0.24921378783319265,0.7243595205577131
accadere,0.6427531885640714,0.3672955989169905,0.32361620011106207,0.5088051049209379,0.22775567164351687,0.6470924492224905,0.8672396637094776,0.7517085296917742
accanimento,0.041465225695197186,0.4240119179056011,0.8898249852692328,0.4904380823507442,0.6855875993898488,0.06134966356632394,0.19253275518719914,0.11439108492845733
accanirsi,0.06463527333930705,0.6508791714548186,0.8653832542065767,0.7139269051248295,0.6971507297531334,0.0992446559600238,0.2570337841031105,0.2951138294308251
accanto,0.47701580471373506,0.248383834026367,0.22946497224954873,0.17716892991789893,0.08897130240933043,0.6896276440473783,0.25203967043108755,0.4462694487384424
accaparrare,0.6080649424294765,0.24212809601453836,0.45376420601112233,0.3446631940107533,0.32265563807261854,0.4167133218116823,0.3449362072501171,0.534391277403046
accarezzare,0.8457062457201308,0.2524968047603676,0.07538073957248874,0.2385284506452522,0.0626670815063955,0.8404430918700599,0.26157494229612155,0.4632635220642738
accasciato,0.06084878996542163,0.8533958401034285,0.5507871352219904,0.5425881080680439,0.3622485015908252,0.11559565814877769,0.269556710839826,0.1318255141857718
accedere,0.6279305419342166,0.08192526452970984,0.09045395528942453,0.1729569946569522,0.06534380121054155,0.4912445084177109,0.6243672518559332,0.5335113209277312
accelerare,0.3970510666437337,0.2018693942972388,0.27592676936263116,0.8250496571671815,0.1425465574919388,0.34127428990888825,0.42127876659170355,0.4720035848873658
accelerazione,0.6168491319230371,0.1212190763459566,0.1133967056249545,0.46691749153913653,0.08971209628026672,0.423331587749544,0.3271703892923002,0.5410971225250875
accendere,0.6743706143039621,0.17559571172664412,0.4127870817391402,0.48263146836589804,0.16074420258004077,0.6680484362973822,0.6793698899212035,0.5347311168175667
accennare,0.3599044265129565,0.1269098363766428,0.09420239389640175,0.13988569411368978,0.06690214368092678,0.5802628616749361,0.616767686414448,0.7565672228486899
accento,0.38018242276831427,0.3597356014338346,0.37749427926792317,0.35126282124845726,0.25448953620762954,0.3269290367580824,0.6203053340614582,0.5659296071207602
accertamento,0.05679624763794366,0.5363841799105749,0.2558002483611783,0.5893758638492356,0.18055631015090357,0.08848563686497055,0.22245845261596894,0.15572738651093956
accertare,0.2212329867094829,0.2978539072245989,0.3614839882891695,0.5053045609893202,0.19926276808487142,0.5860566082267231,0.5290795423454475,0.43429456947908224
accertato,0.5310055460635468,0.3748706632875639,0.3889294477148294,0.403147855736374,0.31186032755863297,0.4750817402483523,0.45921748008374524,0.41667449073836926
acceso,0.8460947600149367,0.10024721577484579,0.1963260454749107,0.2702172368504505,0.11295671734441133,0.5780556167215598,0.4466280873450044,0.57021374559874
accesso,0.3972154718926604,0.13592105437719854,0.08498613337360526,0.16844354061492103,0.062371885935670765,0.692211292745926,0.3887184095600591,0.5765909009679774
accessorio,0.39403544014797626,0.06593696591702004,0.04440289082640551,0.07625134820562962,0.03432388937849928,0.24882207426925693,0.2013078406393018,0.49353721446416404
accettabile,0.6062817322380619,0.3232202699327836,0.40114535376852134,0.3565859039840329,0.22422383963811893,0.46103279441557915,0.5442064968561513,0.6174862560667619
accettare,0.656752903887762,0.5442264640499761,0.4346140518167214,0.38428390844784166,0.31739752789353415,0.42629292457759244,0.41232487014705266,0.5667072293679852
acciaio,0.548631754445038,0.19820470597750334,0.3426698004507708,0.3531206475021691,0.32107199795153557,0.4420686767456063,0.3982404004530569,0.6153421502899767
accidente,0.15129357230284513,0.6197906296687307,0.8392325629176385,0.8162854397106423,0.6359449731972802,0.17516319272084802,0.5238091652175239,0.26258281945128836
accingere,0.30935365214971433,0.23138646537497556,0.19561276451098478,0.27827179388119194,0.16522863418344458,0.5823355561522963,0.5305657257839508,0.4855040642345649
acciuga,0.4280683676073399,0.24871785009883268,0.2215382789241124,0.15338879585247092,0.44437305954201617,0.396658113052266,0.2835278639247236,0.4313225356264285
acclamazione,0.8288404899634522,0.07249604342947313,0.06650382651550833,0.10974995527920572,0.04793630101472064,0.768896966433266,0.5334034093045948,0.6925231731860737
accoglienza,0.8718186928314072,0.29234086713266016,0.2573197575922018,0.2869915113101903,0.20154216193788643,0.5988906276889593,0.449592986920255,0.6773404580097895
accogliere,0.8079144738232128,0.22582712748289585,0.13726066456119557,0.29626523301921703,0.11194826043155978,0.9265061684388618,0.7548818913800376,0.8119122535815083
accomodare,0.6387279222718627,0.15306217939484965,0.07132198804931353,0.10380136474302412,0.09800338325544698,0.6421581577733125,0.35358539767865715,0.28459344553209875
accompagnare,0.7634000564632242,0.38992334611420065,0.18379527424754333,0.40950005935151546,0.10388082801479052,0.7998774566483385,0.36920593315857186,0.5831844673463253
accontentare,0.5029455587878565,0.4985738809313901,0.2135300696291634,0.3458851348911906,0.14637686139457085,0.31169144294959045,0.33152302191173333,0.28571678614102153
accorciamento,0.3312944160179561,0.3557865946387445,0.45302850759802965,0.4488255683026779,0.4259524704654232,0.4187753945734905,0.4748393807573382,0.3643885969193245
accordare,0.5147791098044134,0.25863636609745366,0.17656417707308356,0.27986575162497057,0.15538404540305797,0.8226252163180923,0.3698015756821063,0.8213398558601992
accordo,0.7491520284765578,0.13306824210204443,0.11847252141337122,0.2585230964540483,0.0685013913824433,0.5099199511618498,0.3790262055463158,0.8441408076415027
accorgersi,0.4518639757014198,0.18478533222137516,0.18117431877208867,0.281999657517365,0.21650621432729797,0.3695934711079688,0.8393352867401667,0.5652121423075348
accostare,0.24533990091126132,0.24701941732758934,0.13555893050351867,0.14274382431903512,0.29916388140243844,0.5406008792275646,0.2596430983290004,0.4631799215316711
accumulare,0.5632048458417478,0.43458587938467175,0.40881186533927494,0.4518978850152506,0.3886844264935424,0.47965971000369545,0.38585319847253496,0.45966582480467333
accuratezza,0.5100023958119176,0.170610694731796,0.08948049770462738,0.13544842540924668,0.06673779706521908,0.6642363713877478,0.49946688710720744,0.5972055276096884
accurato,0.6929391775939399,0.08209229450601503,0.09539895475776794,0.13337355555499184,0.04828761328448848,0.6190721236256246,0.28933551138527347,0.7974483560651637
accusa,0.05450325717276268,0.565746150494829,0.9352768616791187,0.5285376469393419,0.34372268024237496,0.2064568497996469,0.19349413437544535,0.09936540611308126
accusare,0.21427625239561368,0.7027368813998074,0.7970598200275669,0.6875783434069751,0.7450938916272183,0.3377525909239817,0.5957319532794823,0.4947525593040577
acerba,0.2641440020186815,0.6216553902156673,0.5624770307874155,0.4596117925159425,0.5504953044956566,0.23912993747623784,0.24222884419736374,0.1720750524838418
